IPAddress,Duration (in seconds),RecordedDate,ResponseId,LocationLatitude,LocationLongitude,PID,treatment,read timer_First Click,read timer_Last Click,read timer_Page Submit,read timer_Click Count,exp timer_First Click,exp timer_Last Click,exp timer_Page Submit,exp timer_Click Count,allocate1,allocate2,allocate3,timer token First Click,timer token Last Click,timer token Page Submit,timer token Click Count,why,timer why First Click,timerwhyLast Click,timerwhyPage Submit,timer whyClick Count,mancheck1,norms,norms timer_First Click,norms timer_Last Click,norms timer_Page Submit,norms timer_Click Count,EE1,belief timer First Click,belief timer Last Click,belief timer Page Submit,belief timer Click Count,RiskBattery_1,IE-4 LOC_1,IE-4 LOC_2,IE-4 LOC_3,IE-4 LOC_5,DUREL 1_1,DUREL 2,durel 3_1,durel 3_2,durel 3_3,heart,Age,politics,religaffil,otherreligion,arm,Total approvals,Age2,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
57.135.224.223,552,8/24/26 11:07,R_62lL6MO1TWE0LPO,26.2685,-80.2717,6a1eeb2e312b07bacb2698c0,history,4.149,166.732,170.183,14,0,0,26.34,0,100,0,0,15.467,21.022,21.445,6,I believe in God He created the heaven and the earth There is NO other explanation as far as i am concerned I have faith and I Believe,3.082,77.6,81.123,7,5,1,28.528,42.388,43.77,4,80,18.591,18.591,20.258,1,30,1,3,5,2,9,5,1,1,1,1,59,17,1,southern Independent Baptist,4,1165,59,Female,White,United States,United States,United States,English,No,Other
134.82.238.190,364,8/24/26 11:02,R_5PbpDWMhVRtHZbD,40.9645,-76.8844,6a1f33d3c6c8b16dffe6736f,placebo,0,0,33.769,0,0,0,11.345,0,1,90,9,4.341,16.626,22.22,7,Im agnostic I always believe in leaving a little bit of wiggle room for doubt which is why I didnt put 100 on no but I dont believe in a higher being At least not the way that humans have historically recorded things like gods,1.579,81.23,83.409,4,2,3,7.188,23.62,26.948,2,40,7.118,7.118,12.274,1,30,4,1,2,4,0,1,5,3,5,1,23,100,11,Agnostic leaning atheist,3,184,23,Female,White,United States,United States,United States,English,No,Part-Time
99.73.225.221,451,8/24/26 11:05,R_1C0sBXzsdHCPsmR,30.1746,-97.8203,6a2202961b2f939d3d5182a5,placebo,12.037,44.542,45.551,6,0,0,8.045,0,40,30,30,7.364,23.41,25.292,4,I believe there is something bigger than us that does have presence in our universe beyond our understanding Yes there maybe other things that appear by science or logic but there are other factors that we dont have control over This is why I distributed my tokens in this way,3.793,3.793,159.058,1,3,3,15.975,24.207,25.137,3,40,14.793,14.793,21.821,1,25,2,3,4,1,0,1,3,5,5,1,34,90,13,I dont practice any religion,3,493,34,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
75.115.231.146,332,8/24/26 11:04,R_6bTejyDVFqX9e1V,27.787,-82.6761,6a2343549e35d0b3592b1578,placebo,7.49,7.834,9.215,2,0,0,8.442,0,80,20,0,13.936,31.001,32.6,4,I feel like there has to be some sort of higher creation power that created the universe and all thing since if something someone was created there had to be some sort of creator origin,0.962,114.33,114.786,4,4,3,3.462,11.426,12.494,2,80,7.226,7.226,7.553,1,89,2,4,4,2,0,1,4,5,5,1,24,60,8,Buddhism,3,1644,24,Male,Asian,United States,United States,United States,English,No,Unemployed (and job seeking)
204.111.44.227,351,8/24/26 11:02,R_5GEQwG3qsVUFtFD,40.0793,-76.313,546e2f3cfdf99b2bc7ebcfe5,history,0,0,29.845,0,0,0,7.714,0,20,40,40,11.138,30.851,33,5,I went with my own personal opinion on the matter I went with what I perceive to be the truth I also thought about how society may view these particular things but my judgement would almost be the same as everyone elses,2.257,2.257,70.008,1,4,4,4.64,12.853,13.685,2,35,21.982,24.13,25.169,4,40,2,2,4,2,0,1,4,4,4,1,32,80,10,None,4,5020,32,Female,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
98.52.22.153,459,8/24/26 11:13,R_3Ipe2WvLShgzqvv,41.6538,-86.1631,5640c041074be6000a5e997e,history,0,0,51.464,0,0,0,12.778,0,90,5,5,13.408,72.378,73.682,7,I have faith and believe in God but I also believe events occur just because of nature I gave more tokens to belief in God because the others did not include that although I believe there is a mix,7.139,108.422,110.588,9,5,3,5.518,12.926,15.437,2,60,17.247,17.247,20.035,1,30,3,3,3,3,0,6,2,3,3,1,33,85,5,Nondenominational,4,1273,34,Female,White,United States,United States,United States,English,DATA_EXPIRED,Part-Time
130.86.101.64,522,8/24/26 11:05,R_3RfMRNmLTGfCGet,38.5639,-121.4418,56849d528f456f000c45e1dd,history,30.465,36.098,38.497,3,0,0,25.551,0,100,0,0,0.099,23.754,25.287,3,i put all of tokens into the one that was talking about their is a guiding force that ensures that everything is run in systematic way because I believe this to be true based on past experiences and what i personally believe,4.223,60.706,118.099,3,4,3,3.924,17.106,18.659,5,50,12.927,12.927,14.261,1,9,1,5,4,1,0,5,1,5,5,1,39,50,13,spiritual,4,8584,39,Female,Black,United States,United States,United States,English,Yes,Full-Time
68.40.19.11,300,8/24/26 11:00,R_1P4ulP31bO9cOQn,42.2523,-83.2107,5685850c333cbd000d4e042f,history,0,0,26.467,0,0,0,15.983,0,5,80,15,1.808,23.447,26.74,9,I feel like a lot of what we know can equate to an unknowable path where laws of physics nature etc dictate how everything works Sure there is some chance that we are dictated by some sort of god but I highly doubt it without evidence And there is a large chunk of things we simply dont know which is why I set that to 15,1.275,1.275,102.247,1,1,5,9.614,21.986,25.507,3,29,9.203,10.301,11.22,2,37,3,3,2,1,0,1,5,5,5,1,32,89,11,Agnostic,4,11852,32,Male,White,United States,United States,United States,English,No,Other
35.145.2.159,310,8/24/26 11:01,R_6nwT5ge6JUCsg9L,28.5978,-81.3024,59e7a66e62637600014a7d69,history,0,0,27.901,0,0,0,14.559,0,0,100,0,12.187,12.187,18.321,1,I personally dont believe in a higher power as it cannot be seen or explained The only reasonable answer is one that lies within a scientific realm Many things that happen across time that are purported to be religious in nature are simply anomalies,4.17,112.497,114.705,7,3,3,4.767,11.582,13.403,2,35,6.96,6.96,8.066,1,15,1,4,4,2,0,1,5,5,5,1,65,90,11,Agnostic unknown if there is a higher power,4,5743,65,Female,White,United States,United States,United States,English,No,Full-Time
23.244.174.8,330,8/24/26 11:02,R_7ImjN5radDX3IcE,40.5222,-78.4034,5b9dbc7be671c60001226570,history,17.184,23.218,38.593,3,0,0,29.646,0,20,30,50,3.729,16.845,20.188,6,I feel like we have not explored enough about everything to determine what we do or dont know,7.761,7.761,33.738,1,4,3,4.625,13.428,14.26,5,50,5.677,5.677,6.354,1,21,4,3,4,4,0,1,4,4,5,1,49,86,13,I dont have a religion I was brought up Catholic but didnt stay with it Unfortunately like some people I only think about a higher power when I feel I need to pray for something to happen,4,2691,49,Female,White,United States,United States,United States,English,No,Full-Time
152.36.146.166,231,8/24/26 11:02,R_1mwSy3Xab0nnODm,30.5256,-89.6779,5d46c3ac090549001867b746,history,0.901,5.872,15.912,3,0,0,12.942,0,10,45,45,1.74,22.77,28.547,5,I believe that the universe exists inn many different timelines and reality Your reality does not exist until you see it,1.133,1.133,35.923,1,4,5,0.943,11.442,12.017,5,53,0.852,2.904,3.729,3,8,2,3,4,2,0,5,4,4,4,1,48,46,13,I thank the universe and I talk to the universe but I dont worship any god,4,7051,58,Female,White,United States,United States,United States,English,No,Full-Time
47.205.221.8,363,8/24/26 11:09,R_5xFA9SEEqbC3dpD,27.4067,-82.5314,5d55d43e25dd4c00174122dc,history,0,0,8.01,0,0,0,4.339,0,0,75,25,15.636,20.402,23.464,4,I do not believe in a creator so that left that one out The other two are more realistic I just think the 2nd option is more realistic than the other other one I do not remember their phrasing any more so hard to eleaborate,1.167,51.579,69.153,3,1,5,4.905,15.681,16.762,4,45,7.641,7.641,9.205,1,11,4,1,2,4,0,1,5,5,5,1,50,50,10,none,4,12532,50,Male,White,United States,United States,United States,English,No,Full-Time
107.12.230.253,245,8/24/26 11:04,R_1zcbsQ8zj43bojf,34.8866,-76.9063,5dcf4136cf8e7e086ea019e4,history,24.928,24.928,25.575,1,0,0,10.541,0,1,70,29,3.166,25.237,25.877,8,Im an atheist and do not believe in any creation myths or divine encounters The fact that they occur across cultures and times does not make them scientific fact,3.094,3.094,64.649,1,4,5,3.798,10.637,12.686,3,20,4.54,6.712,8.337,2,41,3,3,2,4,0,1,5,5,5,1,59,89,10,Atheist though ancestrally Jewish,4,20711,59,Female,White,United States,United States,United States,English,No,Part-Time
76.24.145.75,743,8/24/26 11:08,R_6L6D48Kqa9jlzcq,42.5334,-70.9653,5e0d774811999f502233d6ee,history,0,0,378.992,0,0,0,7.682,0,50,0,50,2.888,24.888,28.005,6,I am of the opinion that the guidance of the Universe is intentional however it is intentional in such a way that we cannot possibly fathom it as it exists beyond our understanding,0.988,0.988,187.633,1,4,3,3.165,12.26,13.3,4,30,6.576,6.576,7.333,1,10,1,5,3,5,0,5,1,1,5,1,41,50,5,Pagan,4,1760,41,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
173.66.186.45,641,8/24/26 11:09,R_1ukPiOtMxvgPjDr,38.8865,-77.0911,5e27868c5cbbcc0b3599574b,history,2.03,2.238,6.401,2,0.755,0.77,1.363,2,0,50,50,33.54,43.397,44.041,10,I dont believe that there is any direction happening Beyond that I am unsure if and if so to what degree the universe is truly knowable certainly to me,0.91,34.615,39.346,4,2,3,0.86,6.148,7.382,8,38,2.55,2.55,4.052,1,25,3,1,3,2,0,1,5,5,5,1,35,95,10,None,4,14839,35,Male,White,United States,United States,United States,English,No,Full-Time
24.190.10.186,462,8/24/26 11:10,R_6HOIb4kqyBW9QaJ,40.871,-73.051,5f5550685e8dec926f63cef1,history,0.54,161.654,161.86,18,0.578,2.002,2.455,8,15,60,25,18.675,65.113,66.847,18,I feel that its most likely that the universe just is I am unsure if there is any greater purpose even if I find that thought both troubling and makes me question why we exist at all,0.595,2.334,76.375,11,3,3,8.174,44.023,44.339,25,25,0.362,6.087,6.676,21,60,3,3,3,3,0,1,5,5,5,1,32,55,11,Agnostic,4,10642,32,Male,White,United States,United States,United States,English,No,Other
140.141.131.176,284,8/24/26 11:00,R_3q5eklcdb0aYeTn,40.5656,-89.6251,5f76586f6ce6850f223a25ab,history,0,0,25.103,0,0,0,8.895,0,75,5,20,3.517,10.565,15.378,3,I think its pretty unlikely that the universe and everything in it just exists randomly or for no reason Specifically the big bang theory thats so popular makes basically no sense and is ridiculous to me Whether the answer is God a simulation etc I have no idea but there is almost certainly something behind everything,1.3,1.3,80.777,1,4,1,4.078,10.862,12.698,2,45,10.543,10.543,11.178,1,54,2,4,4,1,0,1,3,4,4,1,35,40,2,I was raised Catholic but just general Christian might fit better,4,5953,35,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
107.77.236.36,532,8/24/26 11:05,R_3vYOK18wm0tjdAJ,33.7485,-84.3871,5f89906b2a26920554a2c651,history,0,0,190.158,0,0,0,4.17,0,80,10,10,18.377,27.259,30.686,3,I definitely think that there is a higher power with this option We cant say it does not exist simply off of what we do not see For example we know that oxygen exist because with out it human and other life forms would not be able to survive without We know oxygen is there without visualizing it though,2.391,105.519,140.371,4,5,1,4.717,13.221,14.143,2,75,11.203,11.203,13.105,1,20,3,1,5,5,1,2,1,2,2,1,46,66,1,Church of Christ,4,7301,46,Female,Black,United States,United States,United States,English,Yes,Part-Time
174.74.50.141,202,8/24/26 10:59,R_1bzAYHLKlgP7C3n,41.212,-96.1101,600db78b56935a5dd8c759b3,history,4.433,4.433,15.83,1,2.566,2.566,5.089,1,100,0,0,4.623,4.623,8.802,1,I agree with the idea that the direct origin states There has to be something concrete for us to exist,1.489,1.489,48.502,1,5,1,3.248,9.469,11.477,3,93,9.107,9.107,10.81,1,1,2,5,3,3,0,6,5,5,5,1,39,100,2,Catholic,4,13154,39,Female,White,United States,United States,United States,English,No,Full-Time
38.240.57.99,405,8/24/26 11:03,R_7oMmmBUcVPHlybq,34.0609,-118.2414,604bbfc901b85fb02ae92c1a,history,6.351,9.663,11.175,3,11.905,12.371,15.038,2,20,20,60,27.683,33.726,45.544,4,I gave the largest share to Unknowable because the existence of a higher power or purposeful design cannot be established with certainty from the available evidence The historical reports are meaningful but can support different interpretations,3.966,53.309,57.626,4,4,4,4.283,78.141,79.965,8,34,4.438,27.894,28.711,4,80,5,5,5,4,24,2,3,3,3,1,34,0,5,,4,3061,31,Male,White,United States,United States,United States,English,No,Full-Time
173.63.223.246,395,8/24/26 11:05,R_1nZ9HaE3om2ywbp,40.852,-74.2842,60b3e6ad448226548d21fc4d,history,0,0,30.501,0,0,0,99.182,0,20,50,30,3.35,13.809,59.157,3,I am not sure if there is a higher power On one hand I see beauty and I think something has to be behind it On the other I also see cancer and cruelty and I think if something is behind it that something is evil I am not convinced either way,1.847,1.847,60.605,1,4,3,8.114,16.001,17.236,2,21,18.538,18.538,19.783,1,33,4,2,3,4,1,3,2,2,2,1,56,54,6,Reform Judaism,4,11650,56,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
172.56.223.42,717,8/24/26 11:14,R_79reyiRZ85zgNu9,39.9768,-75.256,60b8ebe00e8724e493098e52,history,1.725,55.8,57.082,5,16.655,18.705,20.961,2,15,25,60,8.231,31.79,42.652,4,My mindset is that it is slightly possible for there to be a higher power directing the universe It is also possible that there is no intelligent force and that everything that occurs in the universe is confined to the natural laws which are observable Since the evidence of a higher power existing isnt convincing enough I put some more tokens in the option for no deity type force That said such a cosmic question is really beyond the comprehension of mere mortal beings Even if humans cant prove a god type force exists it still could Thus I put the majority of the tokens into the section for the question not being able to be determined,5.869,294.523,330.7,5,4,3,10.767,30.891,32.232,7,25,16.353,16.353,19.093,1,1,3,3,2,4,0,1,5,4,5,1,43,100,11,Non religious,4,3343,43,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
68.38.204.164,531,8/24/26 11:08,R_1CfDwQvyXzqLuV3,39.8335,-84.8983,60bc8860d04f4ac80d319a5c,history,0,0,47.852,0,0,0,16.761,0,95,0,5,7.153,32.571,46.64,6,Physical laws cannot explain the source of matter or energy The physical aspects we are part of had to originate from a non physical power or entity that we describe as spiritual We do not have evidence to make a conclusive determination but human logic dictates a super spiritual power with high certainty,3.543,201.056,203.865,15,4,3,6.971,19.359,32.097,2,82,11.874,11.874,17.707,1,60,3,3,4,2,4,3,2,4,2,1,76,65,1,Non denominational Christian,4,12661,76,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
24.89.54.94,354,8/24/26 11:05,R_6EHuUL83WJEsiBn,32.382,-94.8687,6100ddea419a343a90c682cf,history,6.602,12.973,22.089,2,9.4,9.4,10.045,1,50,20,30,16.779,38.824,39.723,4,I believe that if multiple cultures have similar experiences it should definitely be looked into but theres certsinly a limit to what we know and that has to be acknowledged as well,2.327,2.327,58.506,1,2,4,8.745,22.643,23.54,5,61,11.529,14.184,22.57,3,54,2,3,4,4,0,2,2,2,4,1,23,100,11,I am very spritual I believe not in the Bibles God but a God that lives in the earth and in people,4,136,23,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
98.165.73.154,405,8/24/26 11:09,R_5cZzowiRMUkAYce,33.4656,-111.9956,612fa6644526903f736cf925,history,0,0,44.675,0,0,0,6.103,0,100,0,0,17.67,17.67,23.659,1,its not left to chance there is a source of everything in the world it has deliberate and intentions and guides our lives through good and bad,2.748,112.056,156.356,7,5,1,4.934,12.409,13.525,2,90,11.876,11.876,12.79,1,13,3,1,4,2,2,6,1,1,1,1,61,7,1,love and forgiveness,4,16211,61,Male,White,United States,United States,United States,English,No,Full-Time
172.59.27.5,398,8/24/26 11:04,R_60cTtboRKZifayi,41.4781,-81.5746,62854bc2a3bb1ddef989b6b7,history,2.826,33.171,36.792,9,0,0,14.002,0,35,15,50,2.752,21.824,22.338,7,I believe it isnt possible to really know for sure Thats why I put my tokens mostly on unknowable I still put some tokens on the other options just in case but I dont feel strongly about either option I feel like its hard to know because were relying on information from other people that was written 100s if not 1000s of years ago One thing ai know is that people lie or embellish so not everything will be true,8.581,179.199,182.829,3,3,3,3.164,13.876,15.3,5,55,6.085,6.085,7.801,1,74,3,3,2,2,0,2,4,2,2,1,35,52,1,Christian,4,3540,35,Male,White,United States,United States,United States,English,No,Part-Time
68.96.215.195,139,8/24/26 10:58,R_10wQrc3uKR2GRXQ,36.2819,-115.1475,62c4dbae8fb1ff9cd93a3150,history,0,0,9.055,0,2.695,2.695,10.769,1,100,0,0,9.619,19.22,21.961,3,A higher power known as God created all things All things happen due to him and what he wants to happen,1.75,3.571,23.805,2,5,3,3.629,8.094,8.862,2,88,6.273,6.273,7.101,1,63,3,3,5,4,5,6,1,1,1,1,43,1,1,Christian,4,13433,43,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
99.97.109.68,603,8/24/26 11:06,R_7DNex3jg93OOlgc,33.762,-117.9325,62fc68b4f44b013950b67b11,history,20.739,21.255,24.03,2,0,0,9.582,0,40,20,40,2.161,83.27,86.876,18,I dont like to discount the chance reality is simply a mess of natural laws which simply exist but at the same time the fact that the laws exist seems to be indicative of something instead of boundless chaos The periodic table is arranged so each element is numerical with no crossover that doesnt seem like baseless randomness Although beyond suggestions of something conforming to a greater overall design there is a lot of messiness in existence and in the end I dont really believe it is possible to discover the reason behind reality coming into being or find an ontological origin its all conjecture,1.479,179.971,192.951,2,4,4,3.286,8.338,9.633,2,70,8.02,8.02,9.756,1,60,5,1,1,3,0,1,5,4,5,1,33,0,11,Agnosticism with faint Christian undertones regarding certain things like suicide It might be better mentally and do more good overall to believe there is an afterlife and that good or bad things happen after death to those who deserve it than there is nothing at all Its a smarter gamble,4,6118,33,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
107.77.192.52,345,8/24/26 11:02,R_3Hpt37QhBCwh9ne,40.0233,-83.0859,6317ac941faaf331c4573eab,history,15.122,30.93,32.424,3,0,0,14.901,0,5,75,20,7.914,21.737,26.357,7,I feel that the highest ranking I gave is the most believable in my mindset There is no directed order Everything was randomly created but not intentionally or by some higher power The other remaining factors I gave less probability to as they dont align with my thoughts and knowledge,4.084,67.872,99.726,5,4,5,4.692,16.481,18.68,4,44,10.738,10.738,12.6,1,30,1,5,4,3,0,1,5,5,5,1,39,14,5,Nothing in particular Raised through Christianity but dont really believe in it,4,6114,39,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
72.106.43.188,201,8/24/26 11:03,R_1eQYkou6lh988VE,33.6163,-84.2945,63400417b396ca3a3ab46b53,history,0,0,4.267,0,0,0,6.6,0,33,33,34,5.587,19.575,21.8,11,I had a hard time with the task Therefore I decided it was best to evenly distribute the points amongst all the choices in order to even put the final product,2.408,2.638,42.6,2,4,3,24.651,28.223,28.7,6,35,4.238,4.238,6.301,1,37,3,2,4,4,10,4,2,2,2,1,39,43,1,Baptist Christian,4,3804,39,Male,White,United States,United States,United States,English,No,Full-Time
104.137.238.119,773,8/24/26 11:17,R_3anPDuqUzHYZF0m,42.5064,-83.4069,636d6ce3fb3683ff33f9e514,history,0,0,12.716,0,0,0,8.302,0,15,15,70,9.994,14.875,20.806,2,I think it is not knowable and that we do not have the capability to figure it out I voted because to me that is the most logical thing but I left a bit of room for my doubt,2.16,5.775,61.499,3,2,4,5.926,12.767,13.834,2,43,3.431,3.431,4.196,1,22,3,1,3,3,0,1,5,5,5,1,53,83,2,I was raised Catholic and still consider myself Catholic but I dont agree with a lot of the tenets of the church,4,15166,53,Male,White,United States,United States,United States,English,No,Full-Time
174.180.183.44,346,8/24/26 11:05,R_7tsByZyqQJFWPnz,32.4644,-93.7207,63d414f95753ac660a9e09e1,history,0,0,24.057,0,0,0,8.572,0,30,30,40,10.851,41.378,42.608,6,Some things and events can be explained some simply cannot,1.244,32.272,33.311,8,3,2,6.154,11.51,12.629,2,30,10.767,10.767,12.646,1,30,2,5,4,2,1,5,2,2,2,1,46,51,5,Spiritual,4,3292,46,Female,Mixed,United States,United States,United States,English,Yes,Other
153.66.103.196,482,8/24/26 11:05,R_1MRNgOFtBEhotTb,36.1671,-86.7861,64139cc91290ff46b6c16dd1,history,0,0,1.825,0,0,0,2.1,0,1,34,65,1.713,1.829,14.677,2,We will never know what happened billions of years ago The best we can do it create a hypothesis and rely on it to create a framework based upon it,1.285,1.285,45.342,1,2,5,2.912,6.325,7.014,2,38,3.722,5.5,6.89,2,15,4,3,3,1,1,1,5,4,5,1,35,63,13,N A,4,1045,35,Male,Mixed,United States,United States,United States,English,No,Unemployed (and job seeking)
73.106.44.195,600,8/24/26 11:06,R_3Bd09344VFSokPT,33.4941,-84.3809,64d5067b6cbee9de481d773b,history,64.577,64.577,91.472,1,0,0,30.362,0,100,0,0,20.539,20.539,35.79,1,I distributed all of my tokens to this one answer because I believe in God I believe that the world was created by God I do not understand how the universe could create itself,10.22,141.476,146.813,6,3,2,10.36,19.761,25.986,2,60,22.734,26.437,27.629,4,1,2,3,4,1,9,6,1,1,2,1,55,100,5,Christian Baptist,4,6745,55,Female,Black,United States,United States,United States,English,No,Full-Time
172.56.209.235,473,8/24/26 11:13,R_39smQz5dEp9wApy,36.1788,-115.1715,651c18b7be672ec76e5f6860,history,0,0,59.912,0,0,0,20.506,0,90,10,0,22.229,33.104,36.245,2,There is too much happenstance in all the theories which makes me believe there is intelligent design at play here a higher power though I think a little of it is evolution and such,1.573,1.573,112.525,1,3,1,10.234,22.989,26.387,2,40,11.045,11.045,12.47,1,83,1,5,5,5,0,6,1,1,5,1,56,23,1,I am a born again christian however I walk the path of my own faith,4,3671,58,Male,White,United States,United States,United States,English,No,Part-Time
35.150.243.137,400,8/24/26 11:05,R_5ivS0Pshs5zoqCu,34.0389,-84.3826,6562177a48308eebbb6359ea,history,0,0,40.437,0,0,0,10.339,0,0,50,50,26.707,30.274,31.746,2,There is absolutely no higher power or divine creator There never has been nor will there ever be any evidence that points to this Natural laws and random events are obviously one way to look at this and dont need anything more than what we know to substantiate However a simple human brain trying to grasp the nature of reality and the universe is an impossibility as well Reality is truly unknowable no matter what anyone has to say to the contrary,1.913,1.913,193.695,1,4,4,8.209,16.275,19.138,2,62,12.869,15.791,16.5,3,50,2,5,2,1,0,1,5,5,5,1,54,50,10,nothing,4,14317,54,Male,White,United States,United States,United States,English,No,Full-Time
73.207.90.191,747,8/24/26 11:08,R_7ErRmx4sc3VAXml,33.9381,-84.4633,65e7795d1685521fd01bd49a,history,0,0,73.326,0,0,0,20.832,0,30,10,60,13.496,42.63,50.194,3,There is a small chance that the universe exists for the sole reason that it just is not necessarily that it serves a single or many or any purpose there is a greater chance that there is an intelligence behind the designs we definitely find in nature whether or not you believe that intelligence is sacred religious holy divine and there is more of a chance that we never truly know enough so much as we intuit or feel one way or the other,2.934,117.123,205.253,3,4,3,8.308,25.229,26.974,2,87,21.512,21.512,22.253,1,80,2,3,3,3,0,2,2,4,4,1,64,95,1,I dont even like the term religion anymore I was raised a Baptist and have for many many years now considered myself as spiritual instead Ive been fortunate enough to have been exposed to many different practices have no problem addressing the universe God on my own and believe the more we understand that the spirit is in all of us the closer we are to the real nature of the universe,4,4102,64,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
16.98.48.126,267,8/24/26 11:09,R_6xCTkAocEjOhyQu,28.3056,-81.4197,663b8ae0453b34f324b7f36d,history,0,0,25.825,0,0,0,9.76,0,50,0,50,17.511,23.861,26.333,3,I believe its a 50 50 even though my personal belief is that there is a force behind the existence of the universe but since its not completely proven yet I cant think its 100%,4.923,56.292,58.244,3,3,1,6.071,13.488,14.726,2,60,8.1,8.1,9.119,1,80,2,4,5,4,8,4,1,2,2,1,57,75,2,Catholic,4,25,57,Female,Mixed,Brazil,United States,Brazil,Portuguese,No,Full-Time
69.206.173.48,525,8/24/26 11:05,R_3g6chwOQ26iymDm,40.7428,-73.9712,6653691608992eba0cff2cbf,history,0,0,55.735,0,0,0,18.239,0,10,50,40,10.016,24.749,28.473,5,There have been so many gods created by humans that it is evident the concept of god is man made Also god has never revealed himself to the masses The most likely event is the universe evolved over a very long time as can be explained by Darwinian evolution The second nmost likely choice is that we will never know,1.85,125.613,217.177,6,2,4,8.574,24.475,25.582,5,39,9.999,9.999,11.267,1,69,2,4,4,3,0,1,4,4,4,1,54,77,11,none,4,5545,67,Male,White,United States,United States,DATA_EXPIRED,English,No,Full-Time
99.28.216.56,171,8/24/26 11:00,R_1fJK4DM1rrtpFTR,38.768,-121.3349,66c0d9ef3c9b1d596446f813,history,0,0,11.623,0,0,0,5.086,0,0,100,0,2.24,4.49,6.72,2,Nature is governed by physical laws that determine movement and interactions between things All evidence for a higher power can be entirely explained by circumstance There is no evidence for any goal directed power and as such implies there is a universally standard purpose which is not true,1.078,1.078,71.672,1,1,5,3.443,7.854,10.378,3,15,2.68,2.68,3.573,1,44,3,4,3,3,0,1,5,5,5,1,44,50,11,none,4,4700,44,Male,Asian,United States,United States,United States,English,No,Full-Time
174.102.180.217,293,8/24/26 11:03,R_63sxQUfmucKTD6B,44.4965,-87.9266,66c4f3cb14cbfc4db836bd4e,history,0.915,0.915,43.127,1,1.376,8.511,9.236,2,100,0,0,8.421,8.421,14.551,1,This is what I believe and I dont think that theres an option to even select any of the other answers in order to have the universe God had to create the universe to begin with,1.739,1.739,18.613,1,5,1,3.567,11.282,13.243,3,100,4.426,4.426,7.765,1,84,1,5,5,1,11,5,1,5,5,1,53,100,13,Spiritual not religious,4,7850,53,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
104.235.23.35,718,8/24/26 11:10,R_1GaazSb5oAAjcw9,41.2463,-81.8315,66cd40ce9bb246e2dc55429e,history,0,0,4.463,0,0,0,2.433,0,30,30,40,3.579,13.199,206.103,4,It is very well distributed for me and I think a lot how to distribute the tokens I got,1.402,42.912,67.011,2,5,5,5.073,81.981,84.526,2,100,5.129,5.129,5.905,1,100,4,5,5,4,23,6,1,1,1,1,35,30,2,Roman Catholic,4,3130,35,Male,White,United States,United States,United States,English,No,Full-Time
65.190.40.128,455,8/24/26 11:05,R_5qksT23M3lRUHYT,36.3402,-79.6622,66e9d56062c439ab4059a0c1,history,0,0,61.824,0,0,0,20.735,0,80,10,10,17.623,43.005,46.7,3,All my life I was brought up in church to think there is a God who brought the world and everything in it into existence and thats mostly how I feel today but I gave a very small amount of tokens to the other two options because a very small part of me is open to the idea that those options could also be true,4.976,4.976,107.529,1,4,5,13.256,31.371,32.615,2,72,19.349,20.293,21.972,2,7,1,5,5,3,3,1,2,2,2,1,45,49,1,Baptist,4,657,45,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
174.212.33.36,189,8/24/26 11:18,R_5NHWXTR74ymaEjn,28.5177,-81.4508,66eb407e1ff22f0926073501,history,9.218,29.813,30.149,5,0,0,6.857,0,5,75,20,6.954,19.579,20.096,6,Things that are scientifically proven and able to be visually seen and measured is a better determining factor on deciding what actually happened and how the world came to be,2.774,2.774,43.531,1,2,4,4.045,9.206,9.672,4,80,7.512,7.512,7.934,1,50,2,2,4,2,0,1,5,5,5,1,29,51,10,Atheist,4,514,29,Female,Mixed,United States,United States,United States,English,No,Full-Time
